,Seq,Time,ACCx,ACCy,ACCz,ADGx,ADGy,ADGz,Keydown
0,1,1566467017251,0.0,0.0,0.0,0.0,0.0,0.0,-1
1,2,1566467017261,-0.089099996,0.16569999,-0.1679,0.37351462,5.754942400000001,7.8248353,-1
2,3,1566467017272,-0.0039,-0.0677,-0.0928,0.33616507,5.6962657,7.8065534,-1
3,4,1566467017282,-0.0317,-0.1529,-0.0809,0.29441977,5.662364,7.799974000000001,-1
4,5,1566467017292,-0.077,-0.19759999,-0.069299996,0.27919266,5.6317945,7.837323700000001,-1
5,6,1566467017302,-0.0543,-0.23719999,-0.0197,0.34082898,5.6040410000000005,7.909743300000001,-1
6,7,1566467017313,-0.012999999,-0.25689998,0.032199997,0.3575788,5.554768,7.9629902999999995,-1
7,8,1566467017324,-0.0011,-0.2481,0.1169,0.37874356,5.591916599999999,8.049661,-1
8,9,1566467017334,-0.018299998999999997,-0.21239999,0.1767,0.39446867,5.6166730000000005,8.103195,-1
9,10,1566467017344,0.013599999,-0.1431,0.1845,0.44766784,5.6520779999999995,8.135525999999999,-1
10,11,1566467017355,0.0639,-0.0622,0.19129999,0.4913668,5.6938906,8.1537895,-1
11,12,1566467017364,0.074599996,-0.0106999995,0.1959,0.5205474,5.7217493,8.192508,-1
12,13,1566467017374,0.1039,0.0279,0.203,0.5836298000000001,5.7213473,8.2345495,-1
13,14,1566467017385,0.1241,0.0359,0.2698,0.6096786,5.6904907,8.288753999999999,-1
14,15,1566467017394,0.097399995,0.014099998999999998,0.2977,0.56992537,5.6647196,8.332042,-1
15,16,1566467017404,0.083799995,0.020299999,0.3166,0.545064,5.6448956,8.3278475,-1
16,17,1566467017415,0.0157,0.0053,0.2874,0.47894567,5.6340449999999995,8.2697735,-1
17,18,1566467017424,-0.0277,0.0077,0.2105,0.46590206,5.6230507,8.193858,-1
18,19,1566467017434,-0.0486,0.0268,0.106,0.46634263,5.661559,8.099613,-1
19,20,1566467017444,-0.0486,0.0268,0.106,0.46634263,5.661559,8.099613,-1
20,21,1566467017454,-0.018099999,0.08549999400000001,-0.0674,0.45303085,5.68281,7.9390864,-1
21,22,1566467017465,-0.0554,0.07719999599999999,-0.1078,0.4862049,5.653074299999999,7.935668,-1
22,23,1566467017474,-0.034199997999999995,0.0484,-0.118099995,0.48289132,5.6242003,7.924492,-1
23,24,1566467017487,-0.0234,0.029099998999999998,-0.1184,0.45350012,5.622744,7.970689999999999,-1
24,25,1566467017497,-0.1087,-0.0056,-0.0039999996999999995,0.3853707,5.5911503,8.069935000000001,-1
25,26,1566467017507,-0.088599995,0.0185,0.090799995,0.40355706,5.606310400000001,8.142814,-1
26,27,1566467017518,-0.0592,0.0435,0.12629999,0.46660116,5.6294002999999995,8.212216,-1
27,28,1566467017528,-0.0198,0.0297,0.1909,0.48399267,5.6037054,8.2626295,-1
28,29,1566467017538,-0.0093,0.025799999,0.20639999,0.48415545,5.6017137,8.297775999999999,-1
29,30,1566467017549,-0.0176,0.0409,0.2418,0.48341805,5.605889299999999,8.313799000000001,-1
30,31,1566467017559,-0.035,0.054899998,0.23879999,0.47464570000000006,5.6112237,8.312333,-1
31,32,1566467017571,-0.0126,0.0475,0.1978,0.4730751,5.6074980000000005,8.253789999999999,-1
32,33,1566467017581,0.0101,0.067499995,0.13849999,0.51889056,5.6262784,8.161355,-1
33,34,1566467017591,0.0613,0.0756,0.080699995,0.56588393,5.6495595000000005,8.135258,-1
34,35,1566467017601,0.0624,0.1116,0.024,0.5632695,5.671385,8.056861999999999,-1
35,36,1566467017611,0.0629,0.0975,-0.031799997999999996,0.55200714,5.665303700000001,8.038206,-1
36,37,1566467017622,0.0633,0.1126,-0.0385,0.52756715,5.6418214,8.023679,-1
37,38,1566467017632,0.0346,0.0694,-0.055499997,0.5109418,5.6199765,7.9952164,-1
38,39,1566467017643,-0.012499999,0.0372,-0.083,0.44299436,5.591304,7.960673,-1
39,40,1566467017653,-0.058399998,-0.0036,-0.1114,0.39617333,5.563683999999999,7.969541,-1
40,41,1566467017663,-0.074599996,-0.0235,-0.0821,0.39409518,5.5398855000000005,8.031924,-1
41,42,1566467017674,-0.062099997000000004,-0.0221,-0.0047,0.41815212,5.5855765,8.054602000000001,-1
42,43,1566467017683,-0.0689,0.019399998999999998,-0.036000000000000004,0.41752964,5.6241617,8.024732,-1
43,44,1566467017693,-0.045399997000000004,0.0418,-0.0381,0.4138138,5.6168547,8.041328,-1
44,45,1566467017703,-0.0517,0.044499997,-0.030399999,0.42569864,5.6054487,8.068125,-1
45,46,1566467017714,-0.0295,0.0374,0.0166,0.45422792,5.6171226999999995,8.150658,-1
46,47,1566467017724,-0.0188,0.0591,0.0739,0.45111549999999995,5.649865599999999,8.155647,-1
47,48,1566467017734,-0.0378,0.099599995,0.0632,0.39127,5.7110043,8.097516,-1
48,49,1566467017744,-0.0656,0.1585,0.023799999,0.390705,5.7829165,8.077385000000001,-1
49,50,1566467017755,-0.0726,0.2357,-0.034199997999999995,0.32482615,5.886471,7.994728,-1
50,51,1566467017765,-0.1277,0.331,-0.0815,0.31494287,5.9397655,7.950435000000001,-1
51,52,1566467017775,-0.11449999,0.40719998,-0.1586,0.33649070000000003,6.052025,7.911428999999999,-1
52,53,1566467017786,-0.1026,0.4915,-0.16579999,0.3699329,6.2269735,7.9683056,-1
53,54,1566467017795,-0.0734,0.64309996,-0.093499996,0.40448603,6.350218,8.006316,-1
54,55,1566467017805,-0.0459,0.80289996,-0.0493,0.2625673,6.637991400000001,8.063547,-1
55,56,1566467017815,-0.1857,1.0397999,0.0055,0.108715914,6.8514967,8.099891,-1
56,57,1566467017826,-0.3936,1.2858,0.0609,-0.12646173,7.132642999999999,8.123555,-1
57,58,1566467017835,-0.5607,1.5119,0.086899996,-0.26870605,7.279589,8.169437,-1
58,59,1566467017845,-0.7463,1.7193999,0.1809,-0.36588190000000004,7.551322,8.497846000000001,-1
59,60,1566467017856,-0.80579996,1.9192,0.46969998,-0.24986847,7.822106,8.791691,-1
60,61,1566467017865,-0.65169996,2.2391999,0.7959,-0.005401319,8.145763,8.991433,-1
61,62,1566467017875,-0.44759998,2.5128999,0.96339995,0.1342381,8.354663,9.027155,-1
62,63,1566467017885,-0.2908,2.7596,1.0016,0.36746207,8.66905,9.054277,-1
63,64,1566467017896,-0.0865,3.0377,1.0188,0.51528007,8.865394,9.167053999999998,-1
64,65,1566467017906,0.0626,3.2872999,1.1926,0.69190514,9.084511000000001,9.612892,-1
65,66,1566467017916,0.21159999,3.4580998,1.5733,1.0091656,9.195917999999999,10.094395,-1
66,67,1566467017926,0.5546,3.6158997999999998,2.1727,1.2809171999999998,9.455335,10.706266000000001,-1
67,68,1566467017936,0.72319996,3.8263,2.6691,1.4208821000000003,9.53011,10.88654,-1
68,69,1566467017946,0.88379997,3.8899,2.888,1.6889657,9.525495,10.755128,-1
69,70,1566467017956,1.0747,3.8528998,2.7619,1.7596041,9.441285,10.471625,-1
70,71,1566467017966,1.1237,3.6957,2.3985999,1.5205861,9.185402,9.90691,-1
71,72,1566467017977,0.90379995,3.4285,1.9742998999999999,1.266686,8.980545,9.544647,-1
